RULETYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOTERMINAL,VIAFEATURECLASS,VIAASSETGROUP,VIAASSETTYPE,VIATERMINAL
Containment,WaterAssembly,Vacío de aire y purga de aire,Vacío de aire y purga de aire,,WaterJunction,Nudo,Toma,,,,,
Containment,WaterAssembly,Vacío de aire y purga de aire,Vacío de aire y purga de aire,,WaterJunction,Nudo,Abrazadera para grifo,,,,,
Containment,WaterAssembly,Vacío de aire y purga de aire,Vacío de aire y purga de aire,,WaterJunction,Nudo,Tapping Sleeve,,,,,
Containment,WaterAssembly,Vacío de aire y purga de aire,Vacío de aire y purga de aire,,WaterJunction,Nudo,T,,,,,
Containment,WaterAssembly,Vacío de aire y purga de aire,Vacío de aire y purga de aire,,WaterLine,Acometida,Servicio de aire y vacío,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterDevice,Filtro,Filtro,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterDevice,Válvula de flujo,Antirretorno,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterDevice,Supervisión,Medidor de detección,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterDevice,Supervisión,Sensor de presión,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterDevice,Válvula de servicio,Purgar,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterDevice,Contador del sistema,Volumen,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterDevice,Válvula del sistema,Sistema,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterLine,Acometida,Servicio comercial,,,,,
Containment,WaterAssembly,Antirretorno,Detector de retención de dos pasos,,WaterLine,Acometida,Servicio industrial,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterDevice,Filtro,Filtro,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterDevice,Válvula de flujo,Antirretorno,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterDevice,Supervisión,Sensor de presión,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterDevice,Válvula de servicio,Purgar,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterDevice,Válvula de servicio,Muestreo,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterDevice,Válvula de servicio,Acometida,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterDevice,Válvula del sistema,Sistema,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterLine,Acometida,Servicio comercial,,,,,
Containment,WaterAssembly,Antirretorno,Válvula de retención de dos pasos,,WaterLine,Acometida,Servicio industrial,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Filtro,Filtro,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Válvula de flujo,Antirretorno,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Supervisión,Medidor de detección,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Supervisión,Sensor de presión,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Válvula de presión,Reducción de presión,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Válvula de presión,Escape de presion_Obsoleto,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Válvula de servicio,Purgar,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Contador del sistema,Volumen,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterDevice,Válvula del sistema,Sistema,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterLine,Acometida,Servicio comercial,,,,,
Containment,WaterAssembly,Antirretorno,Detector de presión reducida,,WaterLine,Acometida,Servicio industrial,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterDevice,Filtro,Filtro,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterDevice,Válvula de flujo,Antirretorno,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterDevice,Supervisión,Sensor de presión,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterDevice,Válvula de presión,Reducción de presión,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterDevice,Válvula de servicio,Purgar,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterDevice,Válvula de servicio,Acometida,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterDevice,Válvula del sistema,Sistema,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterLine,Acometida,Servicio comercial,,,,,
Containment,WaterAssembly,Antirretorno,Zona de presión reducida,,WaterLine,Acometida,Servicio industrial,,,,,
Containment,WaterAssembly,Descarga,Automático,,WaterDevice,Válvula de servicio,Descarga,,,,,
Containment,WaterAssembly,Descarga,Automático,,WaterJunction,Nudo,Tapón,,,,,
Containment,WaterAssembly,Descarga,Automático,,WaterLine,Acometida,Servicio de descarga,,,,,
Containment,WaterAssembly,Descarga,Manual,,WaterDevice,Válvula de servicio,Descarga,,,,,
Containment,WaterAssembly,Descarga,Manual,,WaterDevice,Válvula del sistema,Sistema,,,,,
Containment,WaterAssembly,Descarga,Manual,,WaterJunction,Nudo,Tapón,,,,,
Containment,WaterAssembly,Descarga,Manual,,WaterLine,Acometida,Servicio de descarga,,,,,
Containment,WaterAssembly,Válvula horizontal,Tuerca de accionamiento,,WaterDevice,Válvula del sistema,Zona de aislamiento,,,,,
Containment,WaterAssembly,Válvula horizontal,Tuerca de accionamiento,,WaterDevice,Válvula del sistema,Suministro,,,,,
Containment,WaterAssembly,Válvula horizontal,Tuerca de accionamiento,,WaterDevice,Válvula del sistema,Sistema,,,,,
Containment,WaterAssembly,Válvula horizontal,Tuerca de accionamiento y válvula de derivación,,WaterDevice,Válvula del sistema,Zona de aislamiento,,,,,
Containment,WaterAssembly,Válvula horizontal,Tuerca de accionamiento y válvula de derivación,,WaterDevice,Válvula del sistema,Suministro,,,,,
Containment,WaterAssembly,Válvula horizontal,Tuerca de accionamiento y válvula de derivación,,WaterDevice,Válvula del sistema,Sistema,,,,,
Containment,WaterAssembly,Boca de incendios,Boca de incendios,,WaterDevice,Boca de incendios,Boca de incendios,,,,,
Containment,WaterAssembly,Boca de incendios,Boca de incendios,,WaterDevice,Válvula de servicio,Boca de incendios,,,,,
Containment,WaterAssembly,Boca de incendios,Boca de incendios,,WaterJunction,Nudo,T,,,,,
Containment,WaterAssembly,Boca de incendios,Boca de incendios,,WaterLine,Acometida,Servicio de boca de incendios,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterDevice,Filtro,Filtro,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterDevice,Válvula de flujo,Antirretorno,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterDevice,Supervisión,Medidor de detección,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterDevice,Contador de servicio,Comercial,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterDevice,Contador de servicio,Incendio,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterDevice,Contador de servicio,Industrial,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterDevice,Contador de servicio,Residencial,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterDevice,Válvula de servicio,Acometida,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterJunction,Nudo,Codo,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterJunction,Nudo,Reductor,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterJunction,Nudo,T con reducción,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterJunction,Nudo,T,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio de aire y vacío,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio de descarga,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio comercial,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio de bomberos,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio de boca de incendios,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio industrial,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio de irrigación,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio residencial,,,,,
Containment,WaterAssembly,Estación de contador,Estación de contador,,WaterLine,Acometida,Servicio de muestreo,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterDevice,Filtro,Filtro,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterDevice,Válvula de flujo,Antirretorno,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterDevice,Supervisión,Sensor de presión,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterDevice,Válvula de presión,Reducción de presión,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterDevice,Válvula de presión,Escape de presion_Obsoleto,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterDevice,Válvula de presión,Mantenimiento de presión,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterDevice,Válvula del sistema,Derivación,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterDevice,Válvula del sistema,Sistema,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Tope de tubería,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Acoplamiento,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Cruz,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Codo,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Tapa de extremo,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Junta de expansión,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Brida,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Tapón,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Reductor,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Cruz con reducción,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,T con reducción,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Abrazadera,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Tornillo,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Manguito,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Toma,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Abrazadera para grifo,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,T,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Transición,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Soldadura,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterJunction,Nudo,Y,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Containment,WaterAssembly,Estación de reducción de presión,Estación de reducción de presión,,WaterLine,Tubería general de agua,Transporte,,,,,
Containment,WaterDevice,Groundbed,Cama anódica,,WaterDevice,Ánodo,Galvánico,,,,,
Containment,WaterDevice,Groundbed,Cama anódica,,WaterDevice,Ánodo,ICCP,,,,,
Containment,WaterDevice,Válvula de servicio,Boca de incendios,,WaterDevice,Controlador,Post Indicator Valve,,,,,
Containment,WaterDevice,Válvula de servicio,Acometida,,WaterDevice,Controlador,Post Indicator Valve,,,,,
Containment,WaterDevice,Estación,Estación de bombeo,,WaterDevice,Bomba,Refuerzo,,,,,
Containment,WaterDevice,Estación,Estación de bombeo,,WaterDevice,Bomba,Químico,,,,,
Containment,WaterDevice,Estación,Estación de bombeo,,WaterDevice,Bomba,Principal,,,,,
Containment,WaterDevice,Estación,Estación de bombeo,,WaterDevice,Bomba,Se desconoce,,,,,
Junction Edge Connectivity,WaterDevice,Ánodo,Galvánico,,WaterLine,Línea de conexión equipotencial,Abrazadera,,,,,
Junction Edge Connectivity,WaterDevice,Ánodo,Galvánico,,WaterLine,Línea de conexión equipotencial,Cable,,,,,
Junction Edge Connectivity,WaterDevice,Ánodo,ICCP,,WaterLine,Línea de conexión equipotencial,Abrazadera,,,,,
Junction Edge Connectivity,WaterDevice,Ánodo,ICCP,,WaterLine,Línea de conexión equipotencial,Cable,,,,,
Junction Edge Connectivity,WaterDevice,Ánodo,ICCP,,WaterLine,Cable del rectificador,Cable del rectificador,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio de aire y vacío,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio de descarga,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio comercial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio de boca de incendios,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio residencial,,,,,
Junction Edge Connectivity,WaterDevice,Filtro,Filtro,,WaterLine,Acometida,Servicio de muestreo,,,,,
Junction Edge Connectivity,WaterDevice,Boca de incendios,Boca de incendios,,WaterLine,Acometida,Servicio de boca de incendios,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterLine,Acometida,Servicio de aire y vacío,,,,,
